235.8824	50.0000	-60.0000
235.9000	49.9921	-60.0000
235.9500	49.9689	-60.0000
235.9899	49.9500	-60.0000
236.0000	49.9449	-60.0000
236.0500	49.9187	-60.0000
236.0849	49.9000	-60.0000
236.1000	49.8914	-60.0000
236.1500	49.8619	-60.0000
236.1697	49.8500	-60.0000
236.2000	49.8306	-60.0000
236.2471	49.8000	-60.0000
236.2500	49.7980	-60.0000
236.3000	49.7630	-60.0000
236.3183	49.7500	-60.0000
236.3500	49.7268	-60.0000
236.3863	49.7000	-60.0000
236.4000	49.6896	-60.0000
236.4500	49.6517	-60.0000
236.4522	49.6500	-60.0000
236.5000	49.6126	-60.0000
236.5160	49.6000	-60.0000
236.5500	49.5732	-60.0000
236.5792	49.5500	-60.0000
236.6000	49.5334	-60.0000
236.6415	49.5000	-60.0000
236.6500	49.4931	-60.0000
236.7000	49.4520	-60.0000
236.7024	49.4500	-60.0000
236.7500	49.4096	-60.0000
236.7611	49.4000	-60.0000
236.8000	49.3661	-60.0000
236.8180	49.3500	-60.0000
236.8500	49.3211	-60.0000
236.8729	49.3000	-60.0000
236.9000	49.2746	-60.0000
236.9258	49.2500	-60.0000
236.9500	49.2266	-60.0000
236.9770	49.2000	-60.0000
237.0000	49.1770	-60.0000
237.0267	49.1500	-60.0000
237.0500	49.1260	-60.0000
237.0750	49.1000	-60.0000
237.1000	49.0736	-60.0000
237.1222	49.0500	-60.0000
237.1500	49.0200	-60.0000
237.1684	49.0000	-60.0000
237.2000	48.9650	-60.0000
237.2135	48.9500	-60.0000
237.2500	48.9084	-60.0000
237.2573	48.9000	-60.0000
237.2999	48.8500	-60.0000
237.3000	48.8499	-60.0000
237.3408	48.8000	-60.0000
237.3500	48.7886	-60.0000
237.3805	48.7500	-60.0000
237.4000	48.7251	-60.0000
237.4193	48.7000	-60.0000
237.4500	48.6598	-60.0000
237.4574	48.6500	-60.0000
237.4951	48.6000	-60.0000
237.5000	48.5936	-60.0000
237.5328	48.5500	-60.0000
237.5500	48.5277	-60.0000
237.5713	48.5000	-60.0000
237.6000	48.4637	-60.0000
237.6110	48.4500	-60.0000
237.6500	48.4024	-60.0000
237.6520	48.4000	-60.0000
237.6942	48.3500	-60.0000
237.7000	48.3432	-60.0000
237.7374	48.3000	-60.0000
237.7500	48.2856	-60.0000
237.7810	48.2500	-60.0000
237.8000	48.2280	-60.0000
237.8238	48.2000	-60.0000
237.8500	48.1683	-60.0000
237.8646	48.1500	-60.0000
237.9000	48.1033	-60.0000
237.9024	48.1000	-60.0000
237.9353	48.0500	-60.0000
237.9500	48.0253	-60.0000
237.9640	48.0000	-60.0000
237.9881	47.9500	-60.0000
238.0000	47.9211	-60.0000
238.0079	47.9000	-60.0000
238.0232	47.8500	-60.0000
238.0352	47.8000	-60.0000
238.0439	47.7500	-60.0000
238.0495	47.7000	-60.0000
238.0500	47.6917	-60.0000
238.0521	47.6500	-60.0000
238.0522	47.6000	-60.0000
238.0502	47.5500	-60.0000
238.0500	47.5479	-60.0000
238.0459	47.5000	-60.0000
238.0400	47.4500	-60.0000
238.0328	47.4000	-60.0000
238.0247	47.3500	-60.0000
238.0162	47.3000	-60.0000
238.0075	47.2500	-60.0000
238.0000	47.2062	-60.0000
237.9989	47.2000	-60.0000
237.9902	47.1500	-60.0000
237.9821	47.1000	-60.0000
237.9749	47.0500	-60.0000
237.9684	47.0000	-60.0000
237.9625	46.9500	-60.0000
237.9572	46.9000	-60.0000
237.9520	46.8500	-60.0000
237.9500	46.8309	-60.0000
237.9465	46.8000	-60.0000
237.9402	46.7500	-60.0000
237.9330	46.7000	-60.0000
237.9246	46.6500	-60.0000
237.9147	46.6000	-60.0000
237.9033	46.5500	-60.0000
237.9000	46.5374	-60.0000
237.8897	46.5000	-60.0000
237.8744	46.4500	-60.0000
237.8581	46.4000	-60.0000
237.8500	46.3765	-60.0000
237.8408	46.3500	-60.0000
237.8229	46.3000	-60.0000
237.8057	46.2500	-60.0000
237.8000	46.2331	-60.0000
237.7890	46.2000	-60.0000
237.7736	46.1500	-60.0000
237.7599	46.1000	-60.0000
237.7500	46.0579	-60.0000
237.7482	46.0500	-60.0000
237.7381	46.0000	-60.0000
237.7301	45.9500	-60.0000
237.7240	45.9000	-60.0000
237.7198	45.8500	-60.0000
237.7172	45.8000	-60.0000
237.7161	45.7500	-60.0000
237.7162	45.7000	-60.0000
237.7174	45.6500	-60.0000
237.7193	45.6000	-60.0000
237.7218	45.5500	-60.0000
237.7246	45.5000	-60.0000
237.7275	45.4500	-60.0000
237.7303	45.4000	-60.0000
237.7329	45.3500	-60.0000
237.7349	45.3000	-60.0000
237.7365	45.2500	-60.0000
237.7374	45.2000	-60.0000
237.7377	45.1500	-60.0000
237.7372	45.1000	-60.0000
237.7361	45.0500	-60.0000
237.7343	45.0000	-60.0000
237.7319	44.9500	-60.0000
237.7288	44.9000	-60.0000
237.7250	44.8500	-60.0000
237.7205	44.8000	-60.0000
237.7154	44.7500	-60.0000
237.7095	44.7000	-60.0000
237.7028	44.6500	-60.0000
237.7000	44.6313	-60.0000
237.6948	44.6000	-60.0000
237.6858	44.5500	-60.0000
237.6758	44.5000	-60.0000
237.6651	44.4500	-60.0000
237.6537	44.4000	-60.0000
237.6500	44.3843	-60.0000
237.6410	44.3500	-60.0000
237.6274	44.3000	-60.0000
237.6136	44.2500	-60.0000
237.6000	44.2008	-60.0000
237.5998	44.2000	-60.0000
237.5848	44.1500	-60.0000
237.5701	44.1000	-60.0000
237.5558	44.0500	-60.0000
237.5500	44.0292	-60.0000
237.5413	44.0000	-60.0000
237.5266	43.9500	-60.0000
237.5121	43.9000	-60.0000
