237.1451	49.9500	-100.0000
237.1500	49.9452	-100.0000
237.1953	49.9000	-100.0000
237.2000	49.8953	-100.0000
237.2451	49.8500	-100.0000
237.2500	49.8451	-100.0000
237.2950	49.8000	-100.0000
237.3000	49.7950	-100.0000
237.3453	49.7500	-100.0000
237.3500	49.7454	-100.0000
237.3964	49.7000	-100.0000
237.4000	49.6966	-100.0000
237.4488	49.6500	-100.0000
237.4500	49.6488	-100.0000
237.5000	49.6023	-100.0000
237.5025	49.6000	-100.0000
237.5500	49.5569	-100.0000
237.5577	49.5500	-100.0000
237.6000	49.5124	-100.0000
237.6141	49.5000	-100.0000
237.6500	49.4684	-100.0000
237.6711	49.4500	-100.0000
237.7000	49.4245	-100.0000
237.7279	49.4000	-100.0000
237.7500	49.3801	-100.0000
237.7833	49.3500	-100.0000
237.8000	49.3345	-100.0000
237.8366	49.3000	-100.0000
237.8500	49.2870	-100.0000
237.8872	49.2500	-100.0000
237.9000	49.2368	-100.0000
237.9349	49.2000	-100.0000
237.9500	49.1834	-100.0000
237.9798	49.1500	-100.0000
238.0000	49.1264	-100.0000
238.0223	49.1000	-100.0000
238.0500	49.0661	-100.0000
238.0630	49.0500	-100.0000
238.1000	49.0030	-100.0000
238.1024	49.0000	-100.0000
238.1408	48.9500	-100.0000
238.1500	48.9380	-100.0000
238.1790	48.9000	-100.0000
238.2000	48.8725	-100.0000
238.2172	48.8500	-100.0000
238.2500	48.8074	-100.0000
238.2557	48.8000	-100.0000
238.2944	48.7500	-100.0000
238.3000	48.7429	-100.0000
238.3332	48.7000	-100.0000
238.3500	48.6784	-100.0000
238.3718	48.6500	-100.0000
238.4000	48.6134	-100.0000
238.4101	48.6000	-100.0000
238.4474	48.5500	-100.0000
238.4500	48.5464	-100.0000
238.4831	48.5000	-100.0000
238.5000	48.4757	-100.0000
238.5173	48.4500	-100.0000
238.5497	48.4000	-100.0000
238.5500	48.3995	-100.0000
238.5795	48.3500	-100.0000
238.6000	48.3135	-100.0000
238.6074	48.3000	-100.0000
238.6326	48.2500	-100.0000
238.6500	48.2123	-100.0000
238.6555	48.2000	-100.0000
238.6758	48.1500	-100.0000
238.6938	48.1000	-100.0000
238.7000	48.0803	-100.0000
238.7093	48.0500	-100.0000
238.7224	48.0000	-100.0000
238.7334	47.9500	-100.0000
238.7423	47.9000	-100.0000
238.7493	47.8500	-100.0000
238.7500	47.8437	-100.0000
238.7543	47.8000	-100.0000
238.7575	47.7500	-100.0000
238.7590	47.7000	-100.0000
238.7589	47.6500	-100.0000
238.7572	47.6000	-100.0000
238.7540	47.5500	-100.0000
238.7500	47.5073	-100.0000
238.7493	47.5000	-100.0000
238.7430	47.4500	-100.0000
238.7353	47.4000	-100.0000
238.7264	47.3500	-100.0000
238.7164	47.3000	-100.0000
238.7055	47.2500	-100.0000
238.7000	47.2262	-100.0000
238.6937	47.2000	-100.0000
238.6811	47.1500	-100.0000
238.6682	47.1000	-100.0000
238.6553	47.0500	-100.0000
238.6500	47.0299	-100.0000
238.6419	47.0000	-100.0000
238.6285	46.9500	-100.0000
238.6154	46.9000	-100.0000
238.6025	46.8500	-100.0000
238.6000	46.8402	-100.0000
238.5894	46.8000	-100.0000
238.5763	46.7500	-100.0000
238.5635	46.7000	-100.0000
238.5507	46.6500	-100.0000
238.5500	46.6473	-100.0000
238.5372	46.6000	-100.0000
238.5237	46.5500	-100.0000
238.5101	46.5000	-100.0000
238.5000	46.4633	-100.0000
238.4962	46.4500	-100.0000
238.4814	46.4000	-100.0000
238.4665	46.3500	-100.0000
238.4515	46.3000	-100.0000
238.4500	46.2950	-100.0000
238.4356	46.2500	-100.0000
238.4197	46.2000	-100.0000
238.4040	46.1500	-100.0000
238.4000	46.1368	-100.0000
238.3880	46.1000	-100.0000
238.3723	46.0500	-100.0000
238.3575	46.0000	-100.0000
238.3500	45.9728	-100.0000
238.3433	45.9500	-100.0000
238.3299	45.9000	-100.0000
238.3179	45.8500	-100.0000
238.3073	45.8000	-100.0000
238.3000	45.7604	-100.0000
238.2980	45.7500	-100.0000
238.2897	45.7000	-100.0000
238.2824	45.6500	-100.0000
238.2761	45.6000	-100.0000
238.2702	45.5500	-100.0000
238.2645	45.5000	-100.0000
238.2587	45.4500	-100.0000
238.2527	45.4000	-100.0000
238.2500	45.3801	-100.0000
238.2460	45.3500	-100.0000
238.2387	45.3000	-100.0000
238.2309	45.2500	-100.0000
238.2226	45.2000	-100.0000
238.2141	45.1500	-100.0000
238.2055	45.1000	-100.0000
238.2000	45.0681	-100.0000
238.1969	45.0500	-100.0000
238.1884	45.0000	-100.0000
238.1803	44.9500	-100.0000
238.1729	44.9000	-100.0000
238.1661	44.8500	-100.0000
238.1600	44.8000	-100.0000
238.1548	44.7500	-100.0000
238.1503	44.7000	-100.0000
238.1500	44.6965	-100.0000
238.1463	44.6500	-100.0000
238.1431	44.6000	-100.0000
238.1405	44.5500	-100.0000
238.1384	44.5000	-100.0000
238.1367	44.4500	-100.0000
238.1354	44.4000	-100.0000
238.1341	44.3500	-100.0000
238.1328	44.3000	-100.0000
238.1312	44.2500	-100.0000
238.1293	44.2000	-100.0000
238.1268	44.1500	-100.0000
238.1235	44.1000	-100.0000
238.1195	44.0500	-100.0000
238.1146	44.0000	-100.0000
238.1088	43.9500	-100.0000
238.1021	43.9000	-100.0000
238.1000	43.8856	-100.0000
238.0943	43.8500	-100.0000
238.0856	43.8000	-100.0000
238.0762	43.7500	-100.0000
238.0663	43.7000	-100.0000
238.0560	43.6500	-100.0000
238.0500	43.6220	-100.0000
238.0450	43.6000	-100.0000
238.0333	43.5500	-100.0000
238.0213	43.5000	-100.0000
238.0090	43.4500	-100.0000
238.0000	43.4138	-100.0000
237.9963	43.4000	-100.0000
237.9827	43.3500	-100.0000
237.9688	43.3000	-100.0000
237.9546	43.2500	-100.0000
237.9500	43.2337	-100.0000
237.9395	43.2000	-100.0000
237.9238	43.1500	-100.0000
237.9081	43.1000	-100.0000
237.9000	43.0742	-100.0000
